,Channel_name,Subscribers,Views,Total_videos,playlist_id,channel_id,channel_name,country
0,Toys and Colors,79300000,105714188706,1622,UUgFXm4TI8htWmCyJ6cVPG_A,UCgFXm4TI8htWmCyJ6cVPG_A,Toys and Colors,US
1,Ryan's World,39900000,61995227226,3339,UUhGJGhZ9SOOHvBB0Y4DOO_w,UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan's World,US
2,Goldmines,107000000,30907621953,11721,UUyoXW-Dse7fURq30EWl_CUA,UCyoXW-Dse7fURq30EWl_CUA,Goldmines,IN
3,WWE,110000000,98128324946,87752,UUJ5v_MCY6GNUBTO8-D3XoAg,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,Unknown
4,ช่อง one31,43700000,33055291013,183501,UU8f7MkX4MFOOJ2SerXLInCA,UC8f7MkX4MFOOJ2SerXLInCA,ช่อง one31,TH
5,Sony Music India,67900000,37836640054,7234,UU56gTxNs4f9xZ7Pa2i5xNzg,UC56gTxNs4f9xZ7Pa2i5xNzg,Sony Music India,IN
6,ETV Andhra Pradesh,7730000,5989780212,437380,UUJi8M0hRKjz8SLPvJKEVTOg,UCJi8M0hRKjz8SLPvJKEVTOg,ETV Andhra Pradesh,IN
7,Sony SAB,103000000,134390122996,102938,UU6-F5tO8uklgE9Zy8IvbdFw,UC6-F5tO8uklgE9Zy8IvbdFw,Sony SAB,IN
8,T-Series,303000000,311911926199,24353,UUq-Fj5jknLsUf-MWSy4_brA,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,IN
9,WorkpointOfficial,43200000,41983058536,107190,UU3ZkCd7XtUREnjjt3cyY_gg,UC3ZkCd7XtUREnjjt3cyY_gg,WorkpointOfficial,TH
10,HYBE LABELS,78500000,41323071705,2757,UU3IZKseVpdzPSBaWxBxundA,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,KR
11,GMA Network,40000000,34962084203,209175,UUKL5hAuzgFQsyrsQKgU0Qng,UCKL5hAuzgFQsyrsQKgU0Qng,GMA Network,PH
12,SET India,186000000,181628180999,160170,UUpEhnqL0y41EpW2TvWAHD7Q,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,IN
13,ToyPuddingTV,27600000,16694719702,2417,UUKqx9r4mrFglauNBJc1L_eg,UCKqx9r4mrFglauNBJc1L_eg,ToyPuddingTV,KR
14,Like Nastya Show,44500000,21762709726,844,UUS94J1s6-qc8v7btCdS2pNg,UCS94J1s6-qc8v7btCdS2pNg,Like Nastya Show,US
15,netd müzik,26900000,51665258787,19555,UUR5wZcXtOUka8jTA57flzMg,UCR5wZcXtOUka8jTA57flzMg,netd müzik,TR
16,Zee Telugu,17200000,16177269450,218667,UU3PYGKK29qJ0zu-eEthHK4g,UC3PYGKK29qJ0zu-eEthHK4g,Zee Telugu,IN
17,Inside Edition,13700000,25320363490,38587,UU9k-yiEpRHMNVOnOi_aQK8w,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,US
18,Ch3Thailand,36400000,25234804719,89657,UU48h7Dst_hX82HxOf3xJw_w,UC48h7Dst_hX82HxOf3xJw_w,Ch3Thailand,TH
19,Infobells - Hindi,71100000,44368320281,830,UU1ciY6kR3yj3kaKZ6R7ewAg,UC1ciY6kR3yj3kaKZ6R7ewAg,Infobells - Hindi,IN
20,Like Nastya,130000000,116134933858,983,UUJplp5SjeGSdVdwsfb9Q7lQ,UCJplp5SjeGSdVdwsfb9Q7lQ,Like Nastya,US
21,WaveMusic,4840000,2718845692,2445,UUbuK8xxu2P_sqoMnDsoBrrg,UCbuK8xxu2P_sqoMnDsoBrrg,WaveMusic,US
22,Zee Marathi,12000000,14440116489,178023,UU82o9tQyo_cJhtyoFi-ROEw,UC82o9tQyo_cJhtyoFi-ROEw,Zee Marathi,IN
23,Zee TV,94500000,109379853735,220550,UUppHT7SZKKvar4Oc9J4oljQ,UCppHT7SZKKvar4Oc9J4oljQ,Zee TV,IN
24,El Reino Infantil,70100000,69121156904,1922,UUK1i2UviaXLUNrZlAFpw_jA,UCK1i2UviaXLUNrZlAFpw_jA,El Reino Infantil,AR
25,XXXTENTACION,42300000,12041267207,137,UUM9r1xn6s30OnlJWb-jc3Sw,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,US
26,Zé Neto e Cristiano,16000000,15194517934,600,UURRu9OXVYd5clj2Bs29gUVQ,UCRRu9OXVYd5clj2Bs29gUVQ,Zé Neto e Cristiano,BR
27,Colors TV,81100000,81537346988,285365,UU55IWqFLDH1Xp7iu1_xknRA,UC55IWqFLDH1Xp7iu1_xknRA,Colors TV,IN
28,Vlad and Niki,145000000,112392994918,941,UUvlE5gTbOvjiolFlEm-c_Ow,UCvlE5gTbOvjiolFlEm-c_Ow,Vlad and Niki,US
29,Ozuna,37800000,27325748043,263,UUjIA3wwhi0QjSOXAZwOXbPA,UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,PR
30,Zee Music Company,120000000,81480438404,14819,UUFFbwnve3yF62-tVXkTyHqg,UCFFbwnve3yF62-tVXkTyHqg,Zee Music Company,IN
31,CKN ,19300000,13683560459,492,UUfaZw8XH_zmAVkBst_MPD6w,UCfaZw8XH_zmAVkBst_MPD6w,CKN ,AU
32,WORLDSTARHIPHOP,27500000,21994069801,7334,UU-yXuc1__OzjwpsJPlxYUCQ,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,US
33,RedeTV,13600000,5815618768,50953,UUd7VVhgnd2eCv9JEghvR_1w,UCd7VVhgnd2eCv9JEghvR_1w,RedeTV,BR
34,Shemaroo Filmi Gaane,73300000,33443710487,9597,UUP6uH_XlsxrXwZQ4DlqbqPg,UCP6uH_XlsxrXwZQ4DlqbqPg,Shemaroo Filmi Gaane,IN
35,Manorama News,10200000,12032785780,541623,UUP0uG-mcMImgKnJz-VjJZmQ,UCP0uG-mcMImgKnJz-VjJZmQ,Manorama News,IN
36,Bouncing Baby TV,4790000,375077251,44,UUKRavtVhYBxTzigyGVLPPZQ,UCKRavtVhYBxTzigyGVLPPZQ,Bouncing Baby TV,US
37,Cocomelon - Nursery Rhymes,197000000,208186897881,1707,UUbCmjCuTUZos6Inko4u57UQ,UCbCmjCuTUZos6Inko4u57UQ,Cocomelon - Nursery Rhymes,US
38,Badabun,47600000,20054903583,27029,UUYWOjHweP2V-8kGKmmAmQJQ,UCYWOjHweP2V-8kGKmmAmQJQ,Badabun,MX
39,Canal KondZilla,67900000,39717547232,3423,UUffDXn7ycAzwL2LDlbyWOTw,UCffDXn7ycAzwL2LDlbyWOTw,Canal KondZilla,BR
40,Zee Bangla,20200000,16147739597,186709,UUeMsqI6jU9WE2ctsrbxbywQ,UCeMsqI6jU9WE2ctsrbxbywQ,Zee Bangla,IN
41,GRAMMY GOLD OFFICIAL,21700000,25830786322,8665,UUFWsjsN53Sqvg2pWhSFmWBQ,UCFWsjsN53Sqvg2pWhSFmWBQ,GRAMMY GOLD OFFICIAL,TH
42,5-Minute Crafts,81000000,28272083789,7827,UU295-Dw_tDNtZXFeAPAW6Aw,UC295-Dw_tDNtZXFeAPAW6Aw,5-Minute Crafts,US
43,Speed Records,47600000,33913600173,12571,UUOsyDsO5tIt-VZ1iwjdQmew,UCOsyDsO5tIt-VZ1iwjdQmew,Speed Records,IN
44,ABS-CBN Entertainment,53700000,58163914085,249177,UUstEtN0pgOmCf02EdXsGChw,UCstEtN0pgOmCf02EdXsGChw,ABS-CBN Entertainment,PH
45,Movieclips,65000000,66961818015,43276,UU3gNmTGu-TTbFPpfSs5kNkg,UC3gNmTGu-TTbFPpfSs5kNkg,Movieclips,US
46,GR6 EXPLODE,42600000,30317966596,3408,UUNUQK9mQoqi4yNXw2_Rj6SA,UCNUQK9mQoqi4yNXw2_Rj6SA,GR6 EXPLODE,BR
47,MGR PRODUCTION,2390000,1498375177,7369,UU2wil2nkrsKkI-0F7jmTLeQ,UC2wil2nkrsKkI-0F7jmTLeQ,MGR PRODUCTION,EG
48,Doggy Doggy Cartoons,16400000,6542785908,4845,UU_W0_Nv-3rxpWVvosddhrPw,UC_W0_Nv-3rxpWVvosddhrPw,Doggy Doggy Cartoons,ES
49,LazarBeam,23200000,9931711229,1216,UUw1SQ6QRRtfAhrN_cjkrOgA,UCw1SQ6QRRtfAhrN_cjkrOgA,LazarBeam,AU
50,Pencilmation,20200000,11831868580,1891,UUUAL--p3qAa27luR0IYbjZA,UCUAL--p3qAa27luR0IYbjZA,Pencilmation,US
51,Aditya Music,35800000,35591544667,28539,UUNApqoVYJbYSrni4YsbXzyQ,UCNApqoVYJbYSrni4YsbXzyQ,Aditya Music,IN
52,T-Series Bhakti Sagar,78900000,42336332436,30748,UUaayLD9i5x4MmIoVZxXSv_g,UCaayLD9i5x4MmIoVZxXSv_g,T-Series Bhakti Sagar,IN
53,Baby Shark - Pinkfong Kids’ Songs & Stories,83100000,51816431385,3654,UUcdwLMPsaU2ezNSJU1nFoBQ,UCcdwLMPsaU2ezNSJU1nFoBQ,Baby Shark - Pinkfong Kids’ Songs & Stories,US
54,SMTOWN,33400000,32230334844,4612,UUEf_Bc-KVd7onSeifS3py9g,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Unknown
55,✿ Kids Diana Show,136000000,119002407134,1422,UUk8GzjMOrta8yxDcKfylJYw,UCk8GzjMOrta8yxDcKfylJYw,✿ Kids Diana Show,US
56,1theK (원더케이),25000000,26932570127,21856,UUweOkPb1wVVH0Q0Tlj4a5Pw,UCweOkPb1wVVH0Q0Tlj4a5Pw,1theK (원더케이),Unknown
57,LooLoo Kids - Nursery Rhymes and Children's Songs,60800000,38600839538,1043,UU4NALVCmcmL5ntpV0thoH6w,UC4NALVCmcmL5ntpV0thoH6w,LooLoo Kids - Nursery Rhymes and Children's Songs,US
58,hairong zheng,1980,0,0,UUN3TByJL442xVqMvi3YwYUQ,UCN3TByJL442xVqMvi3YwYUQ,hairong zheng,Unknown
59,CVS 3D Rhymes & Kids Songs,38200000,23967034729,339,UUsPF3cApzCohxPp5oKdoWSQ,UCsPF3cApzCohxPp5oKdoWSQ,CVS 3D Rhymes & Kids Songs,Unknown
60,Shemaroo Movies,38000000,10526565762,3682,UUBOmfqgTZi7yDp4-3Lr_3lA,UCBOmfqgTZi7yDp4-3Lr_3lA,Shemaroo Movies,IN
61,ChuChu TV Nursery Rhymes & Kids Songs,97500000,56592653628,946,UUBnZ16ahKA2DZ_T5W0FPUXg,UCBnZ16ahKA2DZ_T5W0FPUXg,ChuChu TV Nursery Rhymes & Kids Songs,IN
62,YRF,69100000,51710751198,4682,UUbTLwN10NoCU4WDzLf1JMOA,UCbTLwN10NoCU4WDzLf1JMOA,YRF,IN
63,الـريماس - Al-Remas,18300000,12428519973,2338,UUVrstuGnHjpUXr9G98wwKow,UCVrstuGnHjpUXr9G98wwKow,الـريماس - Al-Remas,IQ
64,POPS Kids,19600000,14774314781,4084,UU5ezaYrzZpyItPSRG27MLpg,UC5ezaYrzZpyItPSRG27MLpg,POPS Kids,VN
65,NollywoodStreams,4480000,0,0,UUeDzVIfXdWZe7mCFduIRaFA,UCeDzVIfXdWZe7mCFduIRaFA,NollywoodStreams,US
66,Zaz Official,1640000,777627997,170,UUmQZ7aYY8YH6HHhY2Jx2a9Q,UCmQZ7aYY8YH6HHhY2Jx2a9Q,Zaz Official,Unknown
67,Tekashi 6ix9ine,22900000,7024084325,70,UUF6jRAgCbSanHolKt0Vt6Qw,UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,US
68,LUCCAS TOON - LUCCAS NETO,53500000,34207984210,3396,UU_gV70G_Y51LTa3qhu8KiEA,UC_gV70G_Y51LTa3qhu8KiEA,LUCCAS TOON - LUCCAS NETO,BR
69,T-Series Apna Punjab,40200000,27441587882,9286,UUcvNYxWXR_5TjVK7cSCdW-g,UCcvNYxWXR_5TjVK7cSCdW-g,T-Series Apna Punjab,IN
70,Tips Official,78600000,50196682748,8534,UUJrDMFOdv1I2k8n9oK_V21w,UCJrDMFOdv1I2k8n9oK_V21w,Tips Official,IN
71,BeckyGVEVO,6190000,11695855413,206,UUJrREGJ2R1mMuKJkZ8SMCcA,UCJrREGJ2R1mMuKJkZ8SMCcA,BeckyGVEVO,Unknown
72,Maroon5VEVO,14200000,22572085519,159,UUN1hnUccO4FD5WfM7ithXaw,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,US
73,FGTeeV,24800000,25808932789,1886,UUC-RHF_77zQdKcA75hr5oTQ,UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,US
74,Galinha Pintadinha,38500000,39167694526,66,UUBAb_DK4GYZqZR9MFA7y2Xg,UCBAb_DK4GYZqZR9MFA7y2Xg,Galinha Pintadinha,BR
75,SonyMusicIndiaVEVO,58100000,38661395749,3772,UU3MLnJtqc_phABBriLRhtgQ,UC3MLnJtqc_phABBriLRhtgQ,SonyMusicIndiaVEVO,Unknown
76,BRIGHT SIDE,44700000,11659517237,10394,UU4rlAVgAK0SGk-yTfe48Qpw,UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,Unknown
77,Boram Tube ToysReview [보람튜브 토이리뷰],14800000,5215503900,678,UU3pnQ7MHDABUFungNcMQ7dA,UC3pnQ7MHDABUFungNcMQ7dA,Boram Tube ToysReview [보람튜브 토이리뷰],KR
78,Goldmines Gaane Sune Ansune,47900000,21546188641,3977,UUtW7qWjpCZ8zps-Cf2NF26w,UCtW7qWjpCZ8zps-Cf2NF26w,Goldmines Gaane Sune Ansune,IN
79,Get Movies,56200000,36357740821,3798,UUlZkHt2kNIgyrTTPnSQV3SA,UClZkHt2kNIgyrTTPnSQV3SA,Get Movies,AE
80,Ed Sheeran - Topic,561000,4686678096,937,UUlmXPfaYhXOYsNn_QUyheWQ,UClmXPfaYhXOYsNn_QUyheWQ,Ed Sheeran - Topic,Unknown
81,Asianet,12200000,20808137644,127064,UUp_r6Z-Oh0YTf-ym71z5Nqg,UCp_r6Z-Oh0YTf-ym71z5Nqg,Asianet,IN
82,Felipe Neto,47500000,18955367645,5915,UUV306eHqgo0LvBf3Mh36AHg,UCV306eHqgo0LvBf3Mh36AHg,Felipe Neto,BR
83,DokuzSekiz Müzik,3710000,5317689890,3080,UUbCFxJq-fCwiEo9CgowI7CQ,UCbCFxJq-fCwiEo9CgowI7CQ,DokuzSekiz Müzik,TR
84,La Granja de Zenón,44500000,37399947533,1093,UUwpcLKMwiuPg4aqImpGk6Ew,UCwpcLKMwiuPg4aqImpGk6Ew,La Granja de Zenón,AR
85,Vijay Television,27600000,54092753241,132001,UUvrhwpnp2DHYQ1CbXby9ypQ,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,IN
86,Blossom,13000000,5401003531,1493,UU2WuPTt0k8yDJpfenggOAVQ,UC2WuPTt0k8yDJpfenggOAVQ,Blossom,US
87,Маша и Медведь,57800000,49202402823,2316,UURv76wLBC73jiP7LX4C3l8Q,UCRv76wLBC73jiP7LX4C3l8Q,Маша и Медведь,RU
88,Kids Line♡キッズライン,14200000,10249587389,3251,UUQs-tWGqacJ7vuuJDtXq28w,UCQs-tWGqacJ7vuuJDtXq28w,Kids Line♡キッズライン,US
89,Oyuncak Avı,15300000,4378521987,562,UUjS0hMS5sneIgsb3PjBc0Bw,UCjS0hMS5sneIgsb3PjBc0Bw,Oyuncak Avı,US
90,Eros Now Music,35600000,19489903304,9751,UUX52tYZiEh_mHoFja3Veciw,UCX52tYZiEh_mHoFja3Veciw,Eros Now Music,IN
91,JM Films Bhojpuri,8850000,129432,13,UU9prtcQZkLW4YiqkGDB6NkQ,UC9prtcQZkLW4YiqkGDB6NkQ,JM Films Bhojpuri,IN
92,Ultra Bollywood,45200000,17955889228,10301,UUmL1WlDI8UkXDXCXcBQN9CA,UCmL1WlDI8UkXDXCXcBQN9CA,Ultra Bollywood,IN
93,GMM GRAMMY OFFICIAL,25600000,30212154691,18856,UUG9gfnA5UDoLvz-tC9B-HKw,UCG9gfnA5UDoLvz-tC9B-HKw,GMM GRAMMY OFFICIAL,TH
94,Caue Moura,5140000,756680653,982,UUm2CE2YfpmobBmF8ARLPzAw,UCm2CE2YfpmobBmF8ARLPzAw,Caue Moura,BR
95,Valentina Pontes ofc,28400000,12061661886,3920,UU0ebPa2q1rwZVN7dYemunUQ,UC0ebPa2q1rwZVN7dYemunUQ,Valentina Pontes ofc,BR
96,TheEllenShow,38200000,23616234387,18276,UUp0hYYBW6IMayGgR-WeoCvQ,UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,US
97,Fischer's-フィッシャーズ-,9000000,20859036107,4148,UUibEhpu5HP45-w7Bq1ZIulw,UCibEhpu5HP45-w7Bq1ZIulw,Fischer's-フィッシャーズ-,JP
98,Rajshri,40200000,18990783404,4736,UUEKWXRsfUHkan-D_ljU8Asw,UCEKWXRsfUHkan-D_ljU8Asw,Rajshri,IN
99,Las Ratitas,25800000,10273377419,225,UUUY6t_N9MyEWu6I0ZXkbtKA,UCUY6t_N9MyEWu6I0ZXkbtKA,Las Ratitas,ES
100,Billion Surprise Toys,58000000,13992586678,1659,UURx3mKNUdl8QE06nEug7p6Q,UCRx3mKNUdl8QE06nEug7p6Q,Billion Surprise Toys,US
101,DuDuPopTOY,11300000,5228215090,2238,UUByBXiL8TC7atFvIuNC95Hg,UCByBXiL8TC7atFvIuNC95Hg,DuDuPopTOY,KR
102,Wave Music,67300000,46417347788,20776,UU22nIfOTM7KLIQuFGMKzQbg,UC22nIfOTM7KLIQuFGMKzQbg,Wave Music,IN
103,FunFun Toy Doll TV,17700000,7971524979,758,UUqvS0UZpSh8ydVQ7TxGNOJw,UCqvS0UZpSh8ydVQ7TxGNOJw,FunFun Toy Doll TV,US
104,AnuelVEVO,2480000,6853449867,34,UU05eluGxsI8_xf5uRC-J26Q,UC05eluGxsI8_xf5uRC-J26Q,AnuelVEVO,Unknown
105,T-Series Bollywood Classics,50000000,35268942440,2328,UURm96I5kmb_iGFofE5N691w,UCRm96I5kmb_iGFofE5N691w,T-Series Bollywood Classics,IN
106,YoungBoy Never Broke Again,14700000,17092672401,220,UUlW4jraMKz6Qj69lJf-tODA,UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,US
107,Rotana,26300000,27760581613,9561,UUNhqvQMXIgRfjAGmxQqdNRw,UCNhqvQMXIgRfjAGmxQqdNRw,Rotana,SA
108,Drake - Topic,1130000,8372154020,982,UUU6cE7pdJPc6DU2jSrKEsdQ,UCU6cE7pdJPc6DU2jSrKEsdQ,Drake - Topic,Unknown
109,Sonotek Haryanvi,10300000,1383406579,3696,UU_GqWT9zKoeu0Jkv4KFpn9g,UC_GqWT9zKoeu0Jkv4KFpn9g,Sonotek Haryanvi,IN
110,Давай поиграем в игрушки,10000000,3910013359,224,UUC-7t96Wrq1d5lwygxOvufQ,UCC-7t96Wrq1d5lwygxOvufQ,Давай поиграем в игрушки,KZ
111,EminemVEVO,24400000,24362346442,105,UU20vb-R_px4CguHzzBPhoyQ,UC20vb-R_px4CguHzzBPhoyQ,EminemVEVO,Unknown
112,BLACKPINK,98800000,39962585446,636,UUOmHUn--16B90oW2L6FRR3A,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,KR
113,Scary Teacher Live,7840000,1177670,89,UUyn4UphNjXY8ULKja5F9DBQ,UCyn4UphNjXY8ULKja5F9DBQ,Scary Teacher Live,US
114,Fozi Mozi,10600000,9432858503,1011,UUb9PvQ2Gv9FDIlwZubVgTaQ,UCb9PvQ2Gv9FDIlwZubVgTaQ,Fozi Mozi,PS
115,And TV,24800000,22731911170,60427,UUxJcrDUc8awRSLzLbnIiAmQ,UCxJcrDUc8awRSLzLbnIiAmQ,And TV,IN
116,ChiChi TV ,6810000,4536665249,5714,UUZScL_r0A7Ahqn0xJULdOfw,UCZScL_r0A7Ahqn0xJULdOfw,ChiChi TV ,VN
117,Venus Angelic Official,1750000,258748336,369,UUIyMwXronD5pT5cx-G_KSHA,UCIyMwXronD5pT5cx-G_KSHA,Venus Angelic Official,JP
118,KLT,2480000,2252654054,865,UU7EFWpvc1wYuUwrtZ_BLi9A,UC7EFWpvc1wYuUwrtZ_BLi9A,KLT,US
119,قناة طيور الجنة | toyoraljanahtv,33100000,30809735931,3471,UUozAuGJZ5MPoijz8IE_1Gtw,UCozAuGJZ5MPoijz8IE_1Gtw,قناة طيور الجنة | toyoraljanahtv,Unknown
120,Volga Video,17700000,7286441363,3501,UUIeNlITYK46VkR7yIuTL8GQ,UCIeNlITYK46VkR7yIuTL8GQ,Volga Video,IN
121,Vidol TV,4120000,2592488092,30670,UUTQ-gSOpuLtgQarXw3XVmyQ,UCTQ-gSOpuLtgQarXw3XVmyQ,Vidol TV,TW
122,Vie Channel ,11400000,4507609583,11643,UUkna2OcuN1E6u5I8GVtdkOw,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,VN
123,Marília Mendonça,27300000,21307420785,242,UUwfEOn0O1DWcyTgzVVu28ig,UCwfEOn0O1DWcyTgzVVu28ig,Marília Mendonça,BR
124,LetsGoMartin Nursery Rhymes,11600000,4405749542,595,UUmS8VxPXxv4ToYpw0Yc2PQA,UCmS8VxPXxv4ToYpw0Yc2PQA,LetsGoMartin Nursery Rhymes,AE
125,SIS vs BRO,14600000,7316622134,439,UUhLN0bJgq6d15OK2HVB4YTg,UChLN0bJgq6d15OK2HVB4YTg,SIS vs BRO,CA
126,Family Fun Pack,10500000,15811365837,3208,UUvthuVsurPaVz2a7_4LepGg,UCvthuVsurPaVz2a7_4LepGg,Family Fun Pack,US
127,LEGO,20400000,25236990887,45055,UUP-Ng5SXUEt0VE-TXqRdL6g,UCP-Ng5SXUEt0VE-TXqRdL6g,LEGO,GB
128,mmoshaya,23400000,18891135822,1277,UUPOw2O3_uZ1doro9iR4x6vw,UCPOw2O3_uZ1doro9iR4x6vw,mmoshaya,SA
129,Top Viral Talent,13300000,1393200448,1874,UUDnEa2HC2eeT-cN3pAKnNTw,UCDnEa2HC2eeT-cN3pAKnNTw,Top Viral Talent,US
130,shakiraVEVO,18200000,30421017004,223,UUGnjeahCJW1AF34HBmQTJ-Q,UCGnjeahCJW1AF34HBmQTJ-Q,shakiraVEVO,Unknown
131,SebastianYatraVEVO,2770000,10429341676,148,UU3Df9-SvQY9BbfCmyvR0J5A,UC3Df9-SvQY9BbfCmyvR0J5A,SebastianYatraVEVO,Unknown
132,Oops Zeros,3930000,1163581434,1907,UUO4YLd17gALapIYxyY-PU2w,UCO4YLd17gALapIYxyY-PU2w,Oops Zeros,VN
133,Miss Katy,25500000,16434304706,1162,UUcartHVtvAUzfajflyeT_Gg,UCcartHVtvAUzfajflyeT_Gg,Miss Katy,GB
134,ImagineDragonsVEVO,9410000,16520222732,303,UUpx_k19S2vUutWUUM9qmXEg,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,Unknown
135,Alan Walker,47100000,16068543649,851,UUJrOtniJ0-NWz37R30urifQ,UCJrOtniJ0-NWz37R30urifQ,Alan Walker,NO
136,Super Simple Songs - Kids Songs,45100000,57976550065,858,UULsooMJoIpl_7ux2jvdPB-Q,UCLsooMJoIpl_7ux2jvdPB-Q,Super Simple Songs - Kids Songs,CA
137,BEE Gaming,3420000,2261873,1608,UUKE6prY-lztVSD4YZt2Co4w,UCKE6prY-lztVSD4YZt2Co4w,BEE Gaming,US
138,Trap Nation,30300000,14933977921,3003,UUa10nxShhzNrCE1o2ZOPztg,UCa10nxShhzNrCE1o2ZOPztg,Trap Nation,US
139,CookieSwirlC,21400000,8738192451,1576,UUelMeixAOTs2OQAAi9wU8-g,UCelMeixAOTs2OQAAi9wU8-g,CookieSwirlC,US
140,Zee Kids,16100000,10775809439,5092,UUWKeZvw4iSZVM2qXKZde58A,UCWKeZvw4iSZVM2qXKZde58A,Zee Kids,IN
141,Team Films Bhojpuri,17000000,6880388644,20073,UUB4SvelHl4qjFSNYfxhp-SQ,UCB4SvelHl4qjFSNYfxhp-SQ,Team Films Bhojpuri,IN
142,Marshmello,58100000,17043839116,548,UUEdvpU2pFRCVqU6yIPyTpMQ,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,US
143,jbalvinVEVO,13000000,23067029388,270,UUrHL_BF5lHyK43BxLU8-vBQ,UCrHL_BF5lHyK43BxLU8-vBQ,jbalvinVEVO,CO
144,OlieTheCub,6180000,11233,3,UUQcf-d098cNGGl3bPGGjHBg,UCQcf-d098cNGGl3bPGGjHBg,OlieTheCub,US
145,Geet MP3,36500000,15117395992,803,UUlZF7OsrECe3t_ADrjZEh_Q,UClZF7OsrECe3t_ADrjZEh_Q,Geet MP3,IN
146,Cardi B,19900000,8970591644,137,UUxMAbVFmxKUVGAll0WVGpFw,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,Unknown
147,Mazhavil Manorama,20300000,24896827503,147021,UUUPD0jQo-EP0B1Nf4uzeIMA,UCUPD0jQo-EP0B1Nf4uzeIMA,Mazhavil Manorama,IN
148,Kaji Family,10000000,13360070509,1595,UUsaOzYsyshyrYL4SHCTI8xw,UCsaOzYsyshyrYL4SHCTI8xw,Kaji Family,US
149,WatchMojo.com,25900000,17659794726,30903,UUaWd5_7JhbQBe4dknZhsHJg,UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,CA
150,Nick Jr.,34400000,27923224305,6257,UUUe6ZpY6TJ0no8jI4l2iLxw,UCUe6ZpY6TJ0no8jI4l2iLxw,Nick Jr.,US
151,KanalD,9450000,9882668434,43429,UUFoe1tg8MuHjRzmqXtV816A,UCFoe1tg8MuHjRzmqXtV816A,KanalD,TR
152,BabyBus - Kids Songs and Cartoons,42100000,33114025712,2843,UUpYye8D5fFMUPf9nSfgd4bA,UCpYye8D5fFMUPf9nSfgd4bA,BabyBus - Kids Songs and Cartoons,US
153,CanalKids HD,6490000,46183388,18,UUMFZzyhDNnkQUujdM59ZW8g,UCMFZzyhDNnkQUujdM59ZW8g,CanalKids HD,BR
154,LuisFonsiVEVO,16700000,15819627364,113,UULp8RBhQHu9wSsq62j_Md6A,UCLp8RBhQHu9wSsq62j_Md6A,LuisFonsiVEVO,US
155,Sonotek,20700000,8563393799,8402,UU3zVeAaoPEN1Tu25dW3G2Ig,UC3zVeAaoPEN1Tu25dW3G2Ig,Sonotek,IN
156,Senya Toys Review,6370000,1139458437,780,UUtVmCA5qjxCiktUd3dZu5hg,UCtVmCA5qjxCiktUd3dZu5hg,Senya Toys Review,US
157,Gaby and Alex,17300000,9347401652,370,UUHwBjRoGO1V-H8QYXjSVHkQ,UCHwBjRoGO1V-H8QYXjSVHkQ,Gaby and Alex,GB
158,Strawberry Jam Toys,6030000,4853020184,896,UUL7UTQpJbDWxzXNBRUyg6lA,UCL7UTQpJbDWxzXNBRUyg6lA,Strawberry Jam Toys,AU
159,Dude Perfect,61500000,19638559599,511,UURijo3ddMTht_IHyNSNXpNQ,UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,US
160,RainbowToyTocToc,5840000,268787696,140,UUuWbqDI1CbUKp8myXh71jrw,UCuWbqDI1CbUKp8myXh71jrw,RainbowToyTocToc,US
161,ArianaGrandeVevo,17400000,23592849459,232,UU0VOyT2OCBKdQhF3BAbZ-1g,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,Unknown
162,etvteluguindia,22900000,29686641629,165185,UUSs9H1cyB3OHdy8wkit8ZKg,UCSs9H1cyB3OHdy8wkit8ZKg,etvteluguindia,IN
163,Daddy Yankee,40500000,26249067722,585,UU9TO_oo4c_LrOiKNaY6aysA,UC9TO_oo4c_LrOiKNaY6aysA,Daddy Yankee,US
